ingested_at,source,cve_id,title,published,last_modified,cvss,severity,exploited,family,vendors,products,refs
2025-09-18T13:24:03Z,NVD,CVE-2024-34777,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-34777,2024-06-21T12:15:10.157,2025-09-17T17:00:58.330,7.1,HIGH,false,bluetooth,,,"https://git.kernel.org/stable/c/1ff05e723f7ca30644b8ec3fb093f16312e408ad, https://git.kernel.org/stable/c/34a816d8735f3924b74be8e5bf766ade1f3bd10b, https://git.kernel.org/stable/c/35d31c8bd4722b107f5a2f5ddddce839de04b936, https://git.kernel.org/stable/c/63e7e05a48a35308aeddd7ecccb68363a5988e87, https://git.kernel.org/stable/c/c57874265a3c5206d7aece3793bb2fc9abcd7570, https://git.kernel.org/stable/c/1ff05e723f7ca30644b8ec3fb093f16312e408ad, https://git.kernel.org/stable/c/34a816d8735f3924b74be8e5bf766ade1f3bd10b, https://git.kernel.org/stable/c/35d31c8bd4722b107f5a2f5ddddce839de04b936, https://git.kernel.org/stable/c/63e7e05a48a35308aeddd7ecccb68363a5988e87, https://git.kernel.org/stable/c/c57874265a3c5206d7aece3793bb2fc9abcd7570"
2025-09-18T13:24:03Z,NVD,CVE-2024-32936,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-32936,2024-06-24T14:15:11.600,2025-09-17T17:01:11.547,4.7,MEDIUM,false,other,,,"https://git.kernel.org/stable/c/80a8b92950f8ee96582dba6187e3c2deca3569ea, https://git.kernel.org/stable/c/ad79c9ecea5baa7b4f19677e4b1c881ed89b0c3b, https://git.kernel.org/stable/c/80a8b92950f8ee96582dba6187e3c2deca3569ea, https://git.kernel.org/stable/c/ad79c9ecea5baa7b4f19677e4b1c881ed89b0c3b"
2025-09-18T13:24:03Z,NVD,CVE-2024-37078,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-37078,2024-06-25T15:15:12.287,2025-09-17T17:03:29.353,7.1,HIGH,false,other,,,"https://git.kernel.org/stable/c/0ecfe3a92869a59668d27228dabbd7965e83567f, https://git.kernel.org/stable/c/1f3bff69f1214fe03a02bc650d5bbfaa6e65ae7d, https://git.kernel.org/stable/c/271dcd977ccda8c7a26e360425ae7b4db7d2ecc0, https://git.kernel.org/stable/c/33900d7eae616647e179eee1c66ebe654ee39627, https://git.kernel.org/stable/c/614d397be0cf43412b3f94a0f6460eddced8ce92, https://git.kernel.org/stable/c/95f6f81e50d858a7c9aa7c795ec14a0ac3819118, https://git.kernel.org/stable/c/a4ca369ca221bb7e06c725792ac107f0e48e82e7, https://git.kernel.org/stable/c/a75b8f493dfc48aa38c518430bd9e03b53bffebe, https://git.kernel.org/stable/c/0ecfe3a92869a59668d27228dabbd7965e83567f, https://git.kernel.org/stable/c/1f3bff69f1214fe03a02bc650d5bbfaa6e65ae7d, https://git.kernel.org/stable/c/271dcd977ccda8c7a26e360425ae7b4db7d2ecc0, https://git.kernel.org/stable/c/33900d7eae616647e179eee1c66ebe654ee39627, https://git.kernel.org/stable/c/614d397be0cf43412b3f94a0f6460eddced8ce92, https://git.kernel.org/stable/c/95f6f81e50d858a7c9aa7c795ec14a0ac3819118, https://git.kernel.org/stable/c/a4ca369ca221bb7e06c725792ac107f0e48e82e7, https://git.kernel.org/stable/c/a75b8f493dfc48aa38c518430bd9e03b53bffebe"
2025-09-18T13:24:03Z,NVD,CVE-2024-37354,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-37354,2024-06-25T15:15:13.177,2025-09-17T15:49:37.273,4.7,MEDIUM,false,bluetooth,,,"https://git.kernel.org/stable/c/1ff2bd566fbcefcb892be85c493bdb92b911c428, https://git.kernel.org/stable/c/3d08c52ba1887a1ff9c179d4b6a18b427bcb2097, https://git.kernel.org/stable/c/9d274c19a71b3a276949933859610721a453946b, https://git.kernel.org/stable/c/f4e5ed974876c14d3623e04dc43d3e3281bc6011, https://git.kernel.org/stable/c/1ff2bd566fbcefcb892be85c493bdb92b911c428, https://git.kernel.org/stable/c/3d08c52ba1887a1ff9c179d4b6a18b427bcb2097, https://git.kernel.org/stable/c/9d274c19a71b3a276949933859610721a453946b, https://git.kernel.org/stable/c/f4e5ed974876c14d3623e04dc43d3e3281bc6011"
2025-09-18T13:24:03Z,NVD,CVE-2024-38306,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-38306,2024-06-25T15:15:13.367,2025-09-17T16:00:46.667,4.7,MEDIUM,false,bluetooth,,,"https://git.kernel.org/stable/c/952f048eb901881a7cc6f7c1368b53cd386ead7b, https://git.kernel.org/stable/c/f3a5367c679d31473d3fbb391675055b4792c309, https://git.kernel.org/stable/c/952f048eb901881a7cc6f7c1368b53cd386ead7b, https://git.kernel.org/stable/c/f3a5367c679d31473d3fbb391675055b4792c309"
2025-09-18T13:24:03Z,NVD,CVE-2024-39293,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-39293,2024-06-25T15:15:13.993,2025-09-17T16:05:04.513,4.7,MEDIUM,false,bluetooth,,,"https://git.kernel.org/stable/c/19cb40b1064566ea09538289bfcf5bc7ecb9b6f5, https://git.kernel.org/stable/c/7fcf26b315bbb728036da0862de6b335da83dff2, https://git.kernel.org/stable/c/19cb40b1064566ea09538289bfcf5bc7ecb9b6f5, https://git.kernel.org/stable/c/7fcf26b315bbb728036da0862de6b335da83dff2"
2025-09-18T13:24:03Z,NVD,CVE-2024-39296,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-39296,2024-06-25T15:15:14.070,2025-09-17T16:06:33.953,4.7,MEDIUM,false,bluetooth,,,"https://git.kernel.org/stable/c/a45835a0bb6ef7d5ddbc0714dd760de979cb6ece, https://git.kernel.org/stable/c/cf48aee81103ca06d09d73d33fb72f1191069aa6, https://git.kernel.org/stable/c/f07224c16678a8af54ddc059b3d2d51885d7f35e, https://git.kernel.org/stable/c/a45835a0bb6ef7d5ddbc0714dd760de979cb6ece, https://git.kernel.org/stable/c/cf48aee81103ca06d09d73d33fb72f1191069aa6, https://git.kernel.org/stable/c/f07224c16678a8af54ddc059b3d2d51885d7f35e"
2025-09-18T13:24:03Z,NVD,CVE-2024-39467,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-39467,2024-06-25T15:15:15.190,2025-09-17T16:07:38.583,7.1,HIGH,false,other,,,"https://git.kernel.org/stable/c/1640dcf383cdba52be8b28d2a1a2aa7ef7a30c98, https://git.kernel.org/stable/c/20faaf30e55522bba2b56d9c46689233205d7717, https://git.kernel.org/stable/c/68e3cd4ecb8603936cccdc338929130045df2e57, https://git.kernel.org/stable/c/75c87e2ac6149abf44bdde0dd6d541763ddb0dff, https://git.kernel.org/stable/c/8c8aa473fe6eb46a4bf99f3ea2dbe52bf0c1a1f0, https://git.kernel.org/stable/c/be0155202e431f3007778568a72432c68f8946ba, https://git.kernel.org/stable/c/c559a8d840562fbfce9f318448dda2f7d3e6d8e8, https://git.kernel.org/stable/c/1640dcf383cdba52be8b28d2a1a2aa7ef7a30c98, https://git.kernel.org/stable/c/20faaf30e55522bba2b56d9c46689233205d7717, https://git.kernel.org/stable/c/68e3cd4ecb8603936cccdc338929130045df2e57, https://git.kernel.org/stable/c/75c87e2ac6149abf44bdde0dd6d541763ddb0dff, https://git.kernel.org/stable/c/8c8aa473fe6eb46a4bf99f3ea2dbe52bf0c1a1f0, https://git.kernel.org/stable/c/be0155202e431f3007778568a72432c68f8946ba, https://git.kernel.org/stable/c/c559a8d840562fbfce9f318448dda2f7d3e6d8e8"
2025-09-18T13:24:03Z,NVD,CVE-2024-1107,iletisim@usom.gov.tr CVE-2024-1107,2024-06-27T13:15:54.560,2025-09-12T07:15:33.153,9.8,CRITICAL,false,other,,,"https://www.usom.gov.tr/bildirim/tr-24-0809, https://www.usom.gov.tr/bildirim/tr-24-0809"
2025-09-18T13:24:03Z,NVD,CVE-2024-1153,iletisim@usom.gov.tr CVE-2024-1153,2024-06-27T14:15:12.957,2025-09-12T07:15:33.363,4.6,MEDIUM,false,other,,,"https://www.usom.gov.tr/bildirim/tr-24-0809, https://www.usom.gov.tr/bildirim/tr-24-0809"
2025-09-18T13:24:03Z,NVD,CVE-2024-3017,product-security@silabs.com CVE-2024-3017,2024-06-27T19:15:14.483,2025-09-16T16:15:40.847,6.5,MEDIUM,false,other,,,"https://community.silabs.com/069Vm000007UEhZIAW, https://github.com/SiliconLabs/simplicity_sdk, https://community.silabs.com/069Vm000007UEhZIAW, https://github.com/SiliconLabs/simplicity_sdk"
2025-09-18T13:24:03Z,NVD,CVE-2024-6452,cna@vuldb.com CVE-2024-6452,2024-07-02T20:15:06.860,2025-09-11T15:08:44.930,6.3,MEDIUM,false,other,,,"https://github.com/linlinjava/litemall/issues/548, https://vuldb.com/?ctiid.270235, https://vuldb.com/?id.270235, https://vuldb.com/?submit.367635, https://github.com/linlinjava/litemall/issues/548, https://vuldb.com/?ctiid.270235, https://vuldb.com/?id.270235, https://vuldb.com/?submit.367635"
2025-09-18T13:24:03Z,NVD,CVE-2024-4341,iletisim@usom.gov.tr CVE-2024-4341,2024-07-08T14:15:03.167,2025-09-12T07:15:33.957,6.5,MEDIUM,false,other,,,"https://www.usom.gov.tr/bildirim/tr-24-0893, https://www.usom.gov.tr/bildirim/tr-24-0893"
2025-09-18T13:24:03Z,NVD,CVE-2024-39488,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-39488,2024-07-10T08:15:11.003,2025-09-17T16:14:45.883,5.5,MEDIUM,false,bluetooth,,,"https://git.kernel.org/stable/c/22469a0335a1a1a690349b58bcb55822457df81e, https://git.kernel.org/stable/c/3fd487ffaa697ddb05af78a75aaaddabe71c52b0, https://git.kernel.org/stable/c/461a760d578b2b2c2faac3040b6b7c77baf128f8, https://git.kernel.org/stable/c/9f2ad88f9b349554f64e4037ec185c84d7dd9c7d, https://git.kernel.org/stable/c/c1929c041a262a4a27265db8dce3619c92aa678c, https://git.kernel.org/stable/c/c27a2f7668e215c1ebbccd96fab27a220a93f1f7, https://git.kernel.org/stable/c/f221bd58db0f6ca087ac0392284f6bce21f4f8ea, https://git.kernel.org/stable/c/ffbf4fb9b5c12ff878a10ea17997147ea4ebea6f, https://git.kernel.org/stable/c/22469a0335a1a1a690349b58bcb55822457df81e, https://git.kernel.org/stable/c/3fd487ffaa697ddb05af78a75aaaddabe71c52b0, https://git.kernel.org/stable/c/461a760d578b2b2c2faac3040b6b7c77baf128f8, https://git.kernel.org/stable/c/9f2ad88f9b349554f64e4037ec185c84d7dd9c7d, https://git.kernel.org/stable/c/c1929c041a262a4a27265db8dce3619c92aa678c, https://git.kernel.org/stable/c/c27a2f7668e215c1ebbccd96fab27a220a93f1f7, https://git.kernel.org/stable/c/f221bd58db0f6ca087ac0392284f6bce21f4f8ea, https://git.kernel.org/stable/c/ffbf4fb9b5c12ff878a10ea17997147ea4ebea6f"
2025-09-18T13:24:03Z,NVD,CVE-2024-39491,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-39491,2024-07-10T08:15:11.287,2025-09-17T16:15:20.827,5.5,MEDIUM,false,other,,,"https://git.kernel.org/stable/c/60d5e087e5f334475b032ad7e6ad849fb998f303, https://git.kernel.org/stable/c/9054c474f9c219e58a441e401c0e6e38fe713ff1, https://git.kernel.org/stable/c/d344873c4cbde249b7152d36a273bcc45864001e, https://git.kernel.org/stable/c/60d5e087e5f334475b032ad7e6ad849fb998f303, https://git.kernel.org/stable/c/9054c474f9c219e58a441e401c0e6e38fe713ff1, https://git.kernel.org/stable/c/d344873c4cbde249b7152d36a273bcc45864001e"
2025-09-18T13:24:03Z,NVD,CVE-2023-35006,psirt@us.ibm.com CVE-2023-35006,2024-07-10T16:15:03.300,2025-09-15T20:15:34.853,5.4,MEDIUM,false,bluetooth,,,"https://www.ibm.com/support/pages/node/7159770, https://exchange.xforce.ibmcloud.com/vulnerabilities/297165, https://www.ibm.com/support/pages/node/7159770"
2025-09-18T13:24:03Z,NVD,CVE-2024-39499,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-39499,2024-07-12T13:15:12.450,2025-09-17T16:24:36.153,7.1,HIGH,false,other,,,"https://git.kernel.org/stable/c/58730dfbd4ae01c1b022b0d234a8bf8c02cdfb81, https://git.kernel.org/stable/c/681967c4ff210e06380acf9b9a1b33ae06e77cbd, https://git.kernel.org/stable/c/757804e1c599af5d2a7f864c8e8b2842406ff4bb, https://git.kernel.org/stable/c/8003f00d895310d409b2bf9ef907c56b42a4e0f4, https://git.kernel.org/stable/c/95ac3e773a1f8da83c4710a720fbfe80055aafae, https://git.kernel.org/stable/c/95bac1c8bedb362374ea1937b1d3e833e01174ee, https://git.kernel.org/stable/c/e293c6b38ac9029d76ff0d2a6b2d74131709a9a8, https://git.kernel.org/stable/c/f70ff737346744633e7b655c1fb23e1578491ff3, https://git.kernel.org/stable/c/58730dfbd4ae01c1b022b0d234a8bf8c02cdfb81, https://git.kernel.org/stable/c/681967c4ff210e06380acf9b9a1b33ae06e77cbd, https://git.kernel.org/stable/c/757804e1c599af5d2a7f864c8e8b2842406ff4bb, https://git.kernel.org/stable/c/8003f00d895310d409b2bf9ef907c56b42a4e0f4, https://git.kernel.org/stable/c/95ac3e773a1f8da83c4710a720fbfe80055aafae, https://git.kernel.org/stable/c/95bac1c8bedb362374ea1937b1d3e833e01174ee, https://git.kernel.org/stable/c/e293c6b38ac9029d76ff0d2a6b2d74131709a9a8, https://git.kernel.org/stable/c/f70ff737346744633e7b655c1fb23e1578491ff3"
2025-09-18T13:24:03Z,NVD,CVE-2024-39500,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-39500,2024-07-12T13:15:12.537,2025-09-17T16:43:00.420,4.7,MEDIUM,false,bluetooth,,,"https://git.kernel.org/stable/c/3627605de498639a3c586c8684d12c89cba11073, https://git.kernel.org/stable/c/4959ffc65a0e94f8acaac20deac49f89e6ded52d, https://git.kernel.org/stable/c/4b4647add7d3c8530493f7247d11e257ee425bf0, https://git.kernel.org/stable/c/5eabdf17fed2ad41b836bb4055ec36d95e512c50, https://git.kernel.org/stable/c/e946428439a0d2079959f5603256ac51b6047017, https://git.kernel.org/stable/c/3627605de498639a3c586c8684d12c89cba11073, https://git.kernel.org/stable/c/4959ffc65a0e94f8acaac20deac49f89e6ded52d, https://git.kernel.org/stable/c/4b4647add7d3c8530493f7247d11e257ee425bf0, https://git.kernel.org/stable/c/5eabdf17fed2ad41b836bb4055ec36d95e512c50, https://git.kernel.org/stable/c/e946428439a0d2079959f5603256ac51b6047017"
2025-09-18T13:24:03Z,NVD,CVE-2024-39502,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-39502,2024-07-12T13:15:12.680,2025-09-17T15:27:57.547,7.8,HIGH,false,bluetooth,,,"https://git.kernel.org/stable/c/0d19267cb150e8f76ade210e16ee820a77f684e7, https://git.kernel.org/stable/c/183ebc167a8a19e916b885d4bb61a3491991bfa5, https://git.kernel.org/stable/c/60cd714871cd5a683353a355cbb17a685245cf84, https://git.kernel.org/stable/c/79f18a41dd056115d685f3b0a419c7cd40055e13, https://git.kernel.org/stable/c/8edd18dab443863e9e48f084e7f123fca3065e4e, https://git.kernel.org/stable/c/a87d72b37b9ec2c1e18fe36b09241d8b30334a2e, https://git.kernel.org/stable/c/ff9c2a9426ecf5b9631e9fd74993b357262387d6, https://git.kernel.org/stable/c/0d19267cb150e8f76ade210e16ee820a77f684e7, https://git.kernel.org/stable/c/183ebc167a8a19e916b885d4bb61a3491991bfa5, https://git.kernel.org/stable/c/60cd714871cd5a683353a355cbb17a685245cf84, https://git.kernel.org/stable/c/79f18a41dd056115d685f3b0a419c7cd40055e13, https://git.kernel.org/stable/c/8edd18dab443863e9e48f084e7f123fca3065e4e, https://git.kernel.org/stable/c/a87d72b37b9ec2c1e18fe36b09241d8b30334a2e, https://git.kernel.org/stable/c/ff9c2a9426ecf5b9631e9fd74993b357262387d6"
2025-09-18T13:24:03Z,NVD,CVE-2024-39503,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-39503,2024-07-12T13:15:12.757,2025-09-17T15:28:50.753,7.0,HIGH,false,other,,,"https://git.kernel.org/stable/c/0f1bb77c6d837c9513943bc7c08f04c5cc5c6568, https://git.kernel.org/stable/c/2ba35b37f780c6410bb4bba9c3072596d8576702, https://git.kernel.org/stable/c/390b353d1a1da3e9c6c0fd14fe650d69063c95d6, https://git.kernel.org/stable/c/4e7aaa6b82d63e8ddcbfb56b4fd3d014ca586f10, https://git.kernel.org/stable/c/90ae20d47de602198eb69e6cd7a3db3420abfc08, https://git.kernel.org/stable/c/93b53c202b51a69e42ca57f5a183f7e008e19f83, https://git.kernel.org/stable/c/c0761d1f1ce1d5b85b5e82bbb714df12de1aa8c3, https://git.kernel.org/stable/c/0f1bb77c6d837c9513943bc7c08f04c5cc5c6568, https://git.kernel.org/stable/c/2ba35b37f780c6410bb4bba9c3072596d8576702, https://git.kernel.org/stable/c/390b353d1a1da3e9c6c0fd14fe650d69063c95d6, https://git.kernel.org/stable/c/4e7aaa6b82d63e8ddcbfb56b4fd3d014ca586f10, https://git.kernel.org/stable/c/90ae20d47de602198eb69e6cd7a3db3420abfc08, https://git.kernel.org/stable/c/93b53c202b51a69e42ca57f5a183f7e008e19f83, https://git.kernel.org/stable/c/c0761d1f1ce1d5b85b5e82bbb714df12de1aa8c3"
2025-09-18T13:24:03Z,NVD,CVE-2024-39505,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-39505,2024-07-12T13:15:12.887,2025-09-17T15:29:05.903,5.5,MEDIUM,false,other,,,"https://git.kernel.org/stable/c/0674ed1e58e2fdcc155e7d944f8aad007a94ac69, https://git.kernel.org/stable/c/3b1cf943b029c147bfacfd53dc28ffa632c0a622, https://git.kernel.org/stable/c/86042e3d16b7e0686db835c9e7af0f9044dd3a56, https://git.kernel.org/stable/c/9460961d82134ceda7377b77a3e3e3531b625dfe, https://git.kernel.org/stable/c/99392c98b9be0523fe76944b2264b1847512ad23, https://git.kernel.org/stable/c/b880018edd3a577e50366338194dee9b899947e0, https://git.kernel.org/stable/c/bda7cdaeebf57e46c1a488ae7a15f6f264691f59, https://git.kernel.org/stable/c/0674ed1e58e2fdcc155e7d944f8aad007a94ac69, https://git.kernel.org/stable/c/3b1cf943b029c147bfacfd53dc28ffa632c0a622, https://git.kernel.org/stable/c/86042e3d16b7e0686db835c9e7af0f9044dd3a56, https://git.kernel.org/stable/c/9460961d82134ceda7377b77a3e3e3531b625dfe, https://git.kernel.org/stable/c/99392c98b9be0523fe76944b2264b1847512ad23, https://git.kernel.org/stable/c/b880018edd3a577e50366338194dee9b899947e0, https://git.kernel.org/stable/c/bda7cdaeebf57e46c1a488ae7a15f6f264691f59"
2025-09-18T13:24:03Z,NVD,CVE-2024-39509,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-39509,2024-07-12T13:15:13.197,2025-09-17T15:29:55.460,5.5,MEDIUM,false,other,,,"https://git.kernel.org/stable/c/30f76bc468b9b2cbbd5d3eb482661e3e4798893f, https://git.kernel.org/stable/c/33f6832798dd3297317901cc1db556ac3ae80c24, https://git.kernel.org/stable/c/4aa2dcfbad538adf7becd0034a3754e1bd01b2b5, https://git.kernel.org/stable/c/655c6de2f215b61d0708db6b06305eee9bbfeba2, https://git.kernel.org/stable/c/8bac61934cd563b073cd30b8cf6d5c758ab5ab26, https://git.kernel.org/stable/c/955b3764671f3f157215194972d9c01a3a4bd316, https://git.kernel.org/stable/c/bfd546fc7fd76076f81bf41b85b51ceda30949fd, https://git.kernel.org/stable/c/f9db5fbeffb951cac3f0fb1c2eeffb79785399ca, https://git.kernel.org/stable/c/30f76bc468b9b2cbbd5d3eb482661e3e4798893f, https://git.kernel.org/stable/c/33f6832798dd3297317901cc1db556ac3ae80c24, https://git.kernel.org/stable/c/4aa2dcfbad538adf7becd0034a3754e1bd01b2b5, https://git.kernel.org/stable/c/655c6de2f215b61d0708db6b06305eee9bbfeba2, https://git.kernel.org/stable/c/8bac61934cd563b073cd30b8cf6d5c758ab5ab26, https://git.kernel.org/stable/c/955b3764671f3f157215194972d9c01a3a4bd316, https://git.kernel.org/stable/c/bfd546fc7fd76076f81bf41b85b51ceda30949fd, https://git.kernel.org/stable/c/f9db5fbeffb951cac3f0fb1c2eeffb79785399ca"
2025-09-18T13:24:03Z,NVD,CVE-2024-40900,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-40900,2024-07-12T13:15:13.433,2025-09-17T15:32:01.127,7.8,HIGH,false,other,,,"https://git.kernel.org/stable/c/0fc75c5940fa634d84e64c93bfc388e1274ed013, https://git.kernel.org/stable/c/37e19cf86a520d65de1de9cb330415c332a40d19, https://git.kernel.org/stable/c/50d0e55356ba5b84ffb51c42704126124257e598, https://git.kernel.org/stable/c/9f13aacdd4ee9a7644b2a3c96d67113cd083c9c7, https://git.kernel.org/stable/c/0fc75c5940fa634d84e64c93bfc388e1274ed013, https://git.kernel.org/stable/c/37e19cf86a520d65de1de9cb330415c332a40d19, https://git.kernel.org/stable/c/50d0e55356ba5b84ffb51c42704126124257e598, https://git.kernel.org/stable/c/9f13aacdd4ee9a7644b2a3c96d67113cd083c9c7"
2025-09-18T13:24:03Z,NVD,CVE-2024-40913,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-40913,2024-07-12T13:15:14.457,2025-09-17T15:32:25.153,7.8,HIGH,false,other,,,"https://git.kernel.org/stable/c/4b4391e77a6bf24cba2ef1590e113d9b73b11039, https://git.kernel.org/stable/c/b9f58cdae6a364a3270fd6b6a46e0fd4f7f8ce32, https://git.kernel.org/stable/c/d2d3eb377a5d081bf2bed177d354a4f59b74da88, https://git.kernel.org/stable/c/eac51d9daacd61dcc93333ff6a890cf3efc8c1c0, https://git.kernel.org/stable/c/4b4391e77a6bf24cba2ef1590e113d9b73b11039, https://git.kernel.org/stable/c/b9f58cdae6a364a3270fd6b6a46e0fd4f7f8ce32, https://git.kernel.org/stable/c/d2d3eb377a5d081bf2bed177d354a4f59b74da88, https://git.kernel.org/stable/c/eac51d9daacd61dcc93333ff6a890cf3efc8c1c0"
2025-09-18T13:24:03Z,NVD,CVE-2024-40915,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-40915,2024-07-12T13:15:14.660,2025-09-17T15:32:56.787,5.5,MEDIUM,false,bluetooth,,,"https://git.kernel.org/stable/c/8661a7af04991201640863ad1a0983173f84b5eb, https://git.kernel.org/stable/c/919f8626099d9909b9a9620b05e8c8ab06581876, https://git.kernel.org/stable/c/d5257ceb19d92069195254866421f425aea42915, https://git.kernel.org/stable/c/fb1cf0878328fe75d47f0aed0a65b30126fcefc4, https://git.kernel.org/stable/c/8661a7af04991201640863ad1a0983173f84b5eb, https://git.kernel.org/stable/c/919f8626099d9909b9a9620b05e8c8ab06581876, https://git.kernel.org/stable/c/d5257ceb19d92069195254866421f425aea42915, https://git.kernel.org/stable/c/fb1cf0878328fe75d47f0aed0a65b30126fcefc4"
2025-09-18T13:24:03Z,NVD,CVE-2024-40918,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-40918,2024-07-12T13:15:14.863,2025-09-17T15:37:44.190,6.3,MEDIUM,false,bluetooth,,,"https://git.kernel.org/stable/c/5bf196f1936bf93df31112fbdfb78c03537c07b0, https://git.kernel.org/stable/c/72d95924ee35c8cd16ef52f912483ee938a34d49, https://git.kernel.org/stable/c/d66f2607d89f760cdffed88b22f309c895a2af20, https://git.kernel.org/stable/c/5bf196f1936bf93df31112fbdfb78c03537c07b0, https://git.kernel.org/stable/c/72d95924ee35c8cd16ef52f912483ee938a34d49, https://git.kernel.org/stable/c/d66f2607d89f760cdffed88b22f309c895a2af20"
2025-09-18T13:24:03Z,NVD,CVE-2024-40921,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-40921,2024-07-12T13:15:15.060,2025-09-17T15:44:50.067,5.5,MEDIUM,false,other,,,"https://git.kernel.org/stable/c/09f4337c27f5bdeb8646a6db91488cc2f7d537ff, https://git.kernel.org/stable/c/36c92936e868601fa1f43da6758cf55805043509, https://git.kernel.org/stable/c/a6cc9e9a651b9861efa068c164ee62dfba68c6ca, https://git.kernel.org/stable/c/d2dc02775fc0c4eacaee833a0637e5958884a8e5, https://git.kernel.org/stable/c/09f4337c27f5bdeb8646a6db91488cc2f7d537ff, https://git.kernel.org/stable/c/36c92936e868601fa1f43da6758cf55805043509, https://git.kernel.org/stable/c/a6cc9e9a651b9861efa068c164ee62dfba68c6ca, https://git.kernel.org/stable/c/d2dc02775fc0c4eacaee833a0637e5958884a8e5"
2025-09-18T13:24:03Z,NVD,CVE-2024-40925,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-40925,2024-07-12T13:15:15.343,2025-09-17T15:15:28.420,5.5,MEDIUM,false,bluetooth,,,"https://git.kernel.org/stable/c/87907bd69721a8506618a954d41a1de3040e88aa, https://git.kernel.org/stable/c/d0321c812d89c5910d8da8e4b10c891c6b96ff70, https://git.kernel.org/stable/c/fe1e395563ccb051e9dbd8fa99859f5caaad2e71, https://git.kernel.org/stable/c/87907bd69721a8506618a954d41a1de3040e88aa, https://git.kernel.org/stable/c/d0321c812d89c5910d8da8e4b10c891c6b96ff70, https://git.kernel.org/stable/c/fe1e395563ccb051e9dbd8fa99859f5caaad2e71"
2025-09-18T13:24:03Z,NVD,CVE-2024-40927,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-40927,2024-07-12T13:15:15.477,2025-09-17T15:17:59.900,7.8,HIGH,false,bluetooth,,,"https://git.kernel.org/stable/c/26460c1afa311524f588e288a4941432f0de6228, https://git.kernel.org/stable/c/5ceac4402f5d975e5a01c806438eb4e554771577, https://git.kernel.org/stable/c/61593dc413c3655e4328a351555235bc3089486a, https://git.kernel.org/stable/c/633f72cb6124ecda97b641fbc119340bd88d51a9, https://git.kernel.org/stable/c/949be4ec5835e0ccb3e2a8ab0e46179cb5512518, https://git.kernel.org/stable/c/26460c1afa311524f588e288a4941432f0de6228, https://git.kernel.org/stable/c/5ceac4402f5d975e5a01c806438eb4e554771577, https://git.kernel.org/stable/c/61593dc413c3655e4328a351555235bc3089486a, https://git.kernel.org/stable/c/633f72cb6124ecda97b641fbc119340bd88d51a9, https://git.kernel.org/stable/c/949be4ec5835e0ccb3e2a8ab0e46179cb5512518"
2025-09-18T13:24:03Z,NVD,CVE-2024-40929,416baaa9-dc9f-4396-8d5f-8c081fb06d67 CVE-2024-40929,2024-07-12T13:15:15.610,2025-09-17T15:18:27.777,7.1,HIGH,false,wifi,,,"https://git.kernel.org/stable/c/29a18d56bd64b95bd10bda4afda512558471382a, https://git.kernel.org/stable/c/3c4771091ea8016c8601399078916f722dd8833b, https://git.kernel.org/stable/c/60d62757df30b74bf397a2847a6db7385c6ee281, https://git.kernel.org/stable/c/62e007bdeb91c6879a4652c3426aef1cd9d2937b, https://git.kernel.org/stable/c/9e719ae3abad60e245ce248ba3f08148f375a614, https://git.kernel.org/stable/c/f777792952d03bbaf8329fdfa99393a5a33e2640, https://git.kernel.org/stable/c/29a18d56bd64b95bd10bda4afda512558471382a, https://git.kernel.org/stable/c/3c4771091ea8016c8601399078916f722dd8833b, https://git.kernel.org/stable/c/60d62757df30b74bf397a2847a6db7385c6ee281, https://git.kernel.org/stable/c/62e007bdeb91c6879a4652c3426aef1cd9d2937b, https://git.kernel.org/stable/c/9e719ae3abad60e245ce248ba3f08148f375a614, https://git.kernel.org/stable/c/f777792952d03bbaf8329fdfa99393a5a33e2640"
